[6769,1675] [6480,1073] 
[17652,57171] [17595,57720] 
[99891,25247] [99743,25972] 
[79466,96797] [79693,96482] 
[23282,41534] [23302,41331] 
[76336,29589] [76922,29096] 
[72454,22379] [72029,22185] 
[76213,29859] [76014,29060] 
[59296,32696] [59214,32129] 
[9705,58319] [9750,58528] 
[71426,38341] [71333,38765] 
[8675,60736] [8438,60958] 
[40610,42709] [40691,42144] 
[3927,11029] [3211,11211] 
[25030,55515] [25710,55361] 
[95885,42845] [95473,42170] 
[81572,27068] [81973,27892] 
[15055,88187] [15598,88335] 
[9928,58205] [9199,58727] 
[62156,64950] [62004,64028] 
[62676,64920] [62217,64986] 
[38115,92043] [38084,92757] 
[48212,83859] [48325,83700] 
[82307,85937] [82261,85801] 
[76619,29660] [76459,29824] 
[73322,64223] [73862,64338] 
[7146,91328] [7855,91804] 
[48623,83487] [48706,83701] 
[72700,22010] [72398,22607] 
[10514,59290] [10416,59801] 
[15124,88569] [15581,88643] 
[42254,62372] [42517,62523] 
[86237,90272] [86659,90893] 
[1687,89346] [1570,89636] 
[71544,38246] [71473,38248] 
[42020,62597] [42438,62547] 
[35100,94503] [35948,94701] 
[70077,50262] [70951,50843] 
[48236,83092] [48277,83441] 
[35140,94672] [35890,94281] 
[48199,83991] [48304,83850] 
[21787,16094] [21568,16533] 
[60037,26537] [60395,26327] 
[65946,87114] [65156,87943] 
[10888,59539] [10784,59403] 
[80393,96714] [80357,96055] 
[28470,93504] [28778,93544] 
[87721,29977] [87845,29407] 
[68527,84265] [68452,84470] 
[60619,26275] [60908,26664] 
[97929,12068] [97610,12955] 
[25565,55953] [25115,55660] 
[65238,87531] [65738,87065] 
[49796,37385] [49331,37250] 
[39095,58306] [39047,58160] 
[47350,26883] [47537,26804] 
[43546,24874] [43931,24738] 
[94438,50690] [94627,50743] 
[43836,24136] [43877,24543] 
[44261,39622] [44331,39341] 
[55301,67121] [55233,67702] 
[25634,55291] [25359,55105] 
[4929,30695] [4403,30594] 
[7786,91668] [7890,91711] 
[83700,22280] [83917,22467] 
[31406,8585] [31196,8187] 
[33061,15591] [33448,15974] 
[70395,50527] [70630,50438] 
[75791,33720] [75682,33219] 
[3135,11258] [3593,11843] 
[37042,59498] [37540,59642] 
[19569,56739] [19388,56366] 
[1468,89998] [1083,89639] 
[11295,60420] [11685,60115] 
[64271,48661] [64341,48462] 
[82354,85712] [82551,85155] 
[65014,87670] [65122,87363] 
[35861,94632] [35708,94121] 
[47180,26168] [47898,26607] 
[29313,78742] [29703,78681] 
[66653,76720] [66685,76996] 
[2721,53426] [2961,53862] 
[56479,40438] [56526,40431] 
[50798,50510] [50035,50495] 
[4677,30091] [4047,30785] 
[38757,92922] [38620,92704] 
[5345,45883] [5632,45189] 
[24777,72481] [24532,72643] 
[66083,76710] [66869,76397] 
[89269,2057] [89822,2485] 
[66340,76574] [66317,76874] 
[3633,11509] [3557,11317] 
[48490,83900] [48972,83715] 
[97274,12657] [97214,12919] 
[39415,58247] [39964,58566] 
[29835,78833] [29014,78595] 
[65025,87347] [65326,87881] 
[7811,91535] [7835,91229] 
[97842,12775] [97884,12695] 
[82072,85021] [82323,85725] 
[55092,67905] [55309,67892] 
[51208,84891] [51326,84832] 
[23166,41925] [23468,41125] 
[85976,53426] [85125,53166] 
[37731,59457] [37356,59673] 
[33481,15048] [33500,15386] 
[61583,91297] [61719,91055] 
[5621,45193] [5038,45754] 
[84316,54540] [84774,54740] 
[4074,30549] [4421,30258] 
[62149,64407] [62548,64687] 
[18251,95061] [18010,95480] 
[29773,78436] [29749,78593] 
[56640,40742] [56060,40900] 
[17423,57815] [17127,57773] 
[85095,53670] [85743,53188] 
[1702,89707] [1502,89141] 
[39415,58247] [39173,58886] 
[85583,53301] [85240,53368] 
[73666,64929] [73547,64928] 
[44369,39713] [44272,39096] 
[76187,29088] [76827,29817] 
[58239,18273] [58304,18732] 
[70630,50438] [70307,50767] 
[25592,55413] [25030,55515] 
[18881,95239] [18685,95050] 
[82642,85111] [82090,85502] 
[87046,29073] [87772,29513] 
[41793,67165] [41089,67035] 
[28977,93434] [28241,93681] 
[41114,67786] [41041,67528] 
[74643,20835] [74472,20390] 
[30149,26963] [30995,26461] 
[80556,96675] [80178,96766] 
[59507,32776] [59923,32745] 
[65190,87178] [65641,87591] 
[56526,40464] [56848,40107] 
[30149,26963] [30486,26905] 
[41895,67394] [41693,67534] 
[45550,9266] [45377,9285] 
[23682,41833] [23985,41644] 
[12544,8444] [12708,8800] 
[52525,43067] [52365,43646] 
[81114,27374] [81646,27320] 
[40430,42026] [40587,42348] 
[30429,26319] [30062,26053] 
[2154,53861] [2090,53427] 
[94561,50927] [94317,50368] 
[36778,83526] [36808,83375] 
[33185,15562] [33398,15532] 
[48797,83049] [48133,83314] 
[43694,24555] [43272,24911] 
[17771,57585] [17447,57868] 
[91440,4216] [91429,4861] 
[10715,59051] [10736,59755] 
[14151,3643] [14538,3782] 
[9688,58466] [9384,58920] 
[75007,33258] [75529,33307] 
[91520,4347] [91358,4749] 
[76646,29530] [76473,29164] 
[5621,45193] [5812,45676] 
[31068,8148] [31333,8236] 
[72439,22891] [72231,22408] 
[10848,59366] [10001,59434] 
[17258,57411] [17922,57040] 
[42174,62865] [42251,62508] 
[35673,94165] [35880,94037] 
[76683,29129] [76723,29772] 
[93111,48717] [93127,48270] 
[73364,64515] [73259,64801] 
[88081,6703] [88055,6551] 
[80622,96180] [80684,96728] 
[88081,6703] [88306,6175] 
[78862,58658] [78638,58444] 
[96502,21432] [96313,21145] 
[14637,3694] [14102,3011] 
[35409,94702] [35628,94538] 
[22061,33422] [22006,33826] 
[28781,93609] [28820,93770] 
[1290,89974] [1072,89591] 
[9651,58760] [9898,58271] 
[45411,9806] [45485,9471] 
[78678,58564] [78196,58725] 
[36558,83565] [36113,83389] 
[41750,67802] [41858,67437] 
[56479,40438] [56865,40288] 
[95067,42641] [95752,42732] 
[75038,33340] [75881,33740] 
[4296,30939] [4628,30979] 
[56846,40562] [56713,40619] 
[9602,58369] [9282,58989] 
[35158,94746] [35129,94228] 
[53077,68373] [53625,68206] 
[48121,83999] [48578,83206] 
[48683,83917] [48758,83506] 
[86135,90403] [86334,90766] 
[2424,53597] [2376,53254] 
[57519,87056] [57903,87806] 
[73345,64668] [73862,64418] 
[23258,41915] [23502,41374] 
[16925,35201] [16838,35597] 
[82904,85966] [82724,85471] 
[50051,50691] [50642,50670] 
[49800,37539] [49529,37620] 
[79475,96220] [79415,96383] 
[23037,41902] [23673,41078] 
[16677,35049] [16206,35401] 
[77810,6343] [77891,6414] 
[65308,87813] [65717,87509] 
[81380,27177] [81197,27441] 
[84010,54843] [84164,54291] 
[79397,96092] [79639,96015] 
[55137,67013] [55934,67151] 
[5199,45674] [5858,45996] 
[8902,60100] [8009,60430] 
[64512,48074] [64542,48057] 
[70677,50878] [70297,50344] 
[13525,68184] [13802,68727] 
[44258,39960] [44350,39437] 
[59554,32723] [59419,32667] 
[78866,58897] [78110,58395] 
[19479,56494] [19254,56126] 
[57435,87736] [57606,87304] 
[89964,2487] [89929,2886] 
[9901,58653] [9177,58812] 
[25626,55475] [25981,55538] 
[20989,40770] [20091,40024] 
[69910,24707] [69732,24668] 
[86473,90056] [86973,90151] 
[41772,67244] [41619,67666] 
[76846,29861] [76096,29328] 
[24150,72362] [24196,72098] 
[51102,84573] [51089,84328] 
[91826,4588] [91248,4615] 
[95887,42296] [95261,42936] 
[61305,91370] [61687,91645] 
[646,91276] [759,91189] 
[49497,37297] [49527,37585] 
[33504,15141] [33096,15618] 
[15158,88827] [15159,88042] 
[15948,88008] [15790,88157] 
[4911,30252] [4463,30508] 
[58470,18017] [58718,18853] 
[635,91643] [888,91153] 
[42285,62381] [42012,62594] 
[4811,30293] [4892,30798] 
[80847,96247] [80235,96248] 
[48732,83609] [48161,83325] 
[34710,275] [34059,981] 
[57499,87767] [57534,87399] 
[65717,87509] [65134,87311] 
[24469,72864] [24934,72106] 
[48100,83532] [48223,83543] 
[4258,30926] [4906,30191] 
[79000,96711] [79497,96718] 
[54812,10875] [54992,10073] 
[48122,83807] [48973,83263] 
[34851,139] [34275,387] 
[83637,22153] [83987,22514] 
[48975,83840] [48925,83745] 
[93126,48687] [93134,48926] 
[5753,45679] [5144,45240] 
[50227,50292] [50932,50309] 
[60115,26065] [60754,26609] 
[93418,48527] [93930,48760] 
[68144,84734] [68650,84086] 
[57669,87191] [57619,87604] 
[84135,54062] [84272,54053] 
[73666,64929] [73897,64060] 
[67260,99464] [67128,99586] 
[9752,58089] [9208,58656] 
[74016,20816] [74253,20707] 
[95718,42513] [95677,42593] 
[72995,22103] [72350,22582] 
[22890,33289] [22018,33020] 
[77910,6570] [77241,6755] 
[82896,85751] [82285,85635] 
[18253,95665] [18237,95390] 
[42334,62106] [42760,62090] 
[27922,36704] [27089,36517] 
[80038,96209] [80392,96755] 
[16057,35863] [16386,35610] 
[97999,12966] [97369,12702] 
[45613,9176] [45267,9401] 
[90533,42314] [90372,42536] 
[47665,26237] [47155,26808] 
[44066,39054] [44369,39038] 
[31196,8187] [31692,8426] 
[49741,37277] [49745,37288] 
[27747,36899] [27942,36296] 
[98061,3321] [98973,3563] 
[69732,24668] [69571,24632] 
[28963,93799] [28442,93115] 
[4813,30651] [4880,30844] 
[61339,91163] [61153,91191] 
[19030,56138] [19932,56001] 
[77902,6589] [77476,6316] 
[759,91189] [106,91752] 
[1580,89477] [1616,89876] 
[36336,83626] [36798,83031] 
[37908,59044] [37935,59192] 
[9103,58815] [9052,58178] 
[85227,53067] [85735,53499] 
[47585,26153] [47694,26293] 
[4582,30867] [4146,30686] 
[33058,15699] [33559,15460] 
[16090,35164] [16597,35725] 
[33720,15548] [33301,15384] 
[85781,53809] [85110,53879] 
[87939,29445] [87741,29256] 
[33698,15017] [33432,15394] 
[95696,42217] [95777,42041] 
[31085,8551] [31618,8625] 
[73928,64180] [73045,64300] 
[87260,29971] [87761,29808] 
[64915,48327] [64384,48654] 
[32410,32696] [32747,32266] 
[19289,56690] [19033,56672] 
[11444,60833] [11736,60502] 
[91188,4175] [91266,4151] 
[24227,72535] [24465,72005] 
[35948,94701] [35738,94126] 
[35208,94846] [35414,94732] 
[18050,95524] [18535,95666] 
[96712,21578] [96142,21097] 
[80390,96499] [80296,96862] 
[85086,53594] [85762,53578] 
[74512,20028] [74616,20880] 
[60586,26836] [60360,26591] 
[18670,95455] [18049,95106] 
[22490,33638] [22586,33091] 
[23933,41652] [23624,41181] 
[82554,85860] [82823,85062] 
[55206,67604] [55972,67388] 
[5589,45513] [5259,45851] 
[24860,72477] [24733,72519] 
[13647,68221] [13451,68720] 
[4904,30238] [4571,30886] 
[87988,29192] [87455,29676] 
[95362,42248] [95640,42601] 
[54613,10907] [54765,10555] 
[34849,462] [34764,343] 
[3551,11476] [3946,11888] 
[3973,11981] [3816,11883] 
[94642,50478] [94766,50028] 
[29270,78845] [29509,78857] 
[42070,62471] [42405,62861] 
[43424,24039] [43855,24516] 
[78866,58897] [78308,58514] 
[74114,20541] [74432,20483] 
[98887,3944] [98960,3283] 
[36979,83061] [36903,83107] 
[75333,33653] [75257,33503] 
[73083,64848] [73392,64327] 
[76647,29715] [76336,29587] 
[58806,18748] [58262,18415] 
[11200,60838] [11217,60624] 
[47780,26928] [47624,26408] 
[65447,87614] [65721,87021] 
[73759,64269] [73688,64409] 
[33425,15879] [33493,15046] 
[149,91333] [882,91810] 
[79888,96592] [79614,96667] 
[97,91118] [390,91199] 
[27190,36219] [27879,36951] 
[10093,59936] [10842,59440] 
[9482,58829] [9646,58183] 
[72279,22418] [72102,22785] 
[18065,95372] [18630,95560] 
[149,91333] [865,91214] 
[52978,43500] [52489,43630] 
[21797,16192] [21317,16903] 
[52117,43449] [52970,43312] 
[14432,3262] [14503,3041] 
[49338,37126] [49564,37856] 
[7442,91984] [7872,91049] 
[66638,76656] [66832,76705] 
[15718,88588] [15065,88619] 
[45613,9811] [45198,9877] 
[40534,42541] [40273,42666] 
[94256,50015] [94487,50558] 
[43083,24303] [43228,24935] 
[68717,84716] [68023,84222] 
[21667,16198] [21357,16241] 
[47624,26408] [47416,26251] 
[35158,94746] [35966,94584] 
[58392,18478] [58207,18807] 
[48718,83880] [48309,83361] 
[96657,21277] [96580,21397] 
[94040,50545] [94066,50455] 
[98951,3776] [98515,3005] 
[82209,85469] [82909,85157] 
[50803,50663] [50255,50166] 
[62632,64943] [62032,64739] 
[44748,39091] [44392,39587] 
[88420,6022] [88914,6672] 
[51202,84221] [51033,84807] 
[26807,23756] [26847,23323] 
[90846,42756] [90050,42029] 
[79134,96116] [79810,96159] 
[8838,60865] [8446,60659] 
[72221,22582] [72905,22711] 
[70013,50545] [70903,50247] 
[80468,96047] [80441,96703] 
[18085,95403] [18672,95776] 
[50603,50424] [50304,50409] 
[3551,11476] [3379,11943] 
[31080,8176] [31919,8600] 
[74852,20005] [74399,20323] 
[81779,27049] [81421,27324] 
[28420,93964] [28234,93886] 
[12283,8137] [12932,8549] 
[75489,33871] [75661,33313] 
[38417,92951] [38440,92493] 
[86493,90832] [86258,90666] 
[71933,38896] [71771,38220] 
[4125,30534] [4584,30252] 
[17266,57729] [17482,57508] 
[14538,3782] [14808,3718] 
[19836,56460] [19230,56611] 
[13008,68896] [13309,68132] 
[23258,41915] [23462,41472] 
[94822,50645] [94952,50286] 
[2018,53621] [2946,53056] 
[33252,15300] [33986,15614] 
[27258,36857] [27857,36069] 
[17677,57023] [17770,57919] 
[49984,37505] [49276,37663] 
[97630,12024] [97960,12972] 
[40090,42616] [40299,42127] 
[21673,16659] [21622,16925] 
[70379,50946] [70912,50454] 
[65990,87158] [65447,87614] 
[4312,30618] [4457,30396] 
[31280,8355] [31943,8599] 
[87375,29513] [87218,29311] 
[52741,43508] [52859,43239] 
[48523,83821] [48781,83072] 
[65641,87591] [65546,87320] 
[23740,41479] [23707,41445] 
[29516,78839] [29853,78449] 
[14413,3808] [14052,3041] 
[42833,62580] [42285,62648] 
[83571,22488] [83407,22874] 
[90372,42536] [90154,42045] 
[93500,48854] [93209,48644] 
[47898,26850] [47092,26121] 
[74998,20267] [74038,20183] 
[10948,59251] [10081,59271] 
[79007,96840] [79673,96675] 
[62770,64829] [62227,64870] 
[59133,32240] [59389,32959] 
[18702,95293] [18901,95455] 
[50314,50200] [50204,50813] 
[85475,53586] [85871,53059] 
[9833,58003] [9910,58240] 
[88061,6890] [88777,6556] 
[59659,32811] [59738,32516] 
[80847,96247] [80739,96104] 
[15041,88845] [15630,88094] 
[13012,68020] [13416,68774] 
[30657,26168] [30727,26722] 
[83965,22272] [83912,22106] 
[15108,88486] [15054,88394] 
[81934,27039] [81536,27879] 
[63491,68040] [63637,68322] 
[95931,42303] [95138,42837] 
[91972,4930] [91804,4452] 
[14792,3221] [14697,3293] 
[84826,54645] [84622,54768] 
[81933,27722] [81499,27991] 
[32940,32633] [32722,32185] 
[18017,95665] [18011,95725] 
[44781,39493] [44231,39611] 
[51660,84092] [51901,84874] 
[82862,85508] [82900,85457] 
[44215,39011] [44880,39985] 
[92401,82945] [92128,82543] 
[60799,26961] [60174,26934] 
[43228,24935] [43816,24922] 
[56011,40029] [56433,40936] 
[19764,56935] [19920,56002] 
[87722,29244] [87179,29384] 
[13483,68341] [13635,68621] 
[50559,50629] [50661,50280] 
[23806,41406] [23390,41061] 
[57693,87386] [57616,87236] 
[96717,21917] [96863,21191] 
[97363,12495] [97915,12298] 
[59974,32799] [59545,32839] 
[23904,41445] [23452,41681] 
[29587,78021] [29065,78533] 
[37146,59256] [37334,59878] 
[42727,62361] [42934,62774] 
[8039,60527] [8763,60771] 
[77131,6980] [77090,6532] 
[64837,48116] [64388,48505] 
[19392,56012] [19938,56789] 
[2401,53078] [2448,53227] 
[16913,35830] [16998,35103] 
[27216,36823] [27454,36535] 
[73473,64195] [73788,64981] 
[47034,26852] [47145,26678] 
[51786,84999] [51253,84999] 
[49380,37249] [49725,37125] 
[81066,27630] [81833,27769] 
[92821,82253] [92825,82471] 
[54734,10288] [54833,10876] 
[80572,96176] [80594,96395] 
[79943,96125] [79656,96368] 
[79432,96943] [79637,96050] 
[11439,60880] [11835,60987] 
[35697,94186] [35702,94337] 
[20291,40771] [20107,40912] 
[65348,87282] [65421,87438] 
[91160,4495] [91165,4965] 
[26368,23222] [26979,23801] 
[34924,728] [34665,476] 
[74584,20842] [74612,20181] 
[64384,48522] [64298,48911] 
[55180,67580] [55112,67485] 
[52277,43632] [52847,43008] 
[81799,27538] [81015,27397] 
[82356,85984] [82186,85510] 
[53867,68110] [53063,68578] 
[87101,29508] [87032,29638] 
[80580,96051] [80362,96025] 
[86200,90789] [86930,90138] 
[6033,1675] [6136,1499] 
[92575,82740] [92189,82223] 
[58982,18410] [58173,18699] 
[80000,96609] [80358,96945] 
[24656,72856] [24705,72238] 
[37078,59639] [37972,59929] 
[87571,29717] [87027,29702] 
[25623,55005] [25935,55105] 
[44373,39794] [44284,39559] 
[20020,40406] [20094,40513] 
[18684,95714] [18635,95668] 
[20407,40436] [20670,40662] 
[70081,50342] [70784,50262] 
[43995,24767] [43774,24389] 
[24763,72545] [24480,72093] 
[71591,38276] [71127,38789] 
[64894,48801] [64166,48418] 
[88635,6907] [88286,6414] 
[64252,48356] [64344,48410] 
[94674,50246] [94084,50817] 
[24532,72643] [24666,72790] 
[37359,59722] [37727,59230] 
[26088,23413] [26483,23917] 
[21233,16026] [21745,16925] 
[96657,21277] [96382,21786] 
[52201,43228] [52019,43959] 
[92892,82517] [92498,82292] 
[56970,40626] [56634,40475] 
[46603,5425] [46633,5033] 
[88748,6721] [88783,6253] 
[8706,60075] [8071,60490] 
[774,91859] [998,91074] 
[94244,50892] [94880,50982] 
[42830,62642] [42320,62607] 
[16322,35595] [16911,35115] 
[37571,59414] [37228,59368] 
[47786,26126] [47547,26611] 
[42743,62814] [42312,62449] 
[19503,56770] [19569,56739] 
[80392,96755] [80603,96051] 
[52863,43934] [52716,43125] 
[31890,8120] [31106,8560] 
[81319,27298] [81974,27671] 
[59388,32268] [59274,32607] 
[3379,11943] [3877,11789] 
[49867,37085] [49226,37288] 
[35969,94367] [35453,94677] 
[92894,82962] [92942,82251] 
[87034,29524] [87939,29445] 
[1209,89630] [1224,89908] 
[9667,58403] [9367,58899] 
[85210,53938] [85249,53562] 
[73726,64125] [73562,64674] 
[77924,6049] [77145,6640] 
[18670,95455] [18397,95868] 
[53077,68373] [53587,68387] 
[25041,55879] [25704,55822] 
[43712,24837] [43305,24167] 
[78721,58256] [78187,58437] 
[93994,48372] [93558,48322] 
[80488,96082] [80460,96789] 
[26722,23878] [26951,23859] 
[77873,6960] [77569,6984] 
[53617,68865] [53139,68152] 
[76982,29763] [76244,29136] 
[11763,60320] [11264,60003] 
[43158,24551] [43613,24693] 
[55618,67250] [55057,67407] 
[89693,2780] [89038,2751] 
[52380,43251] [52518,43376] 
[56372,40452] [56787,40837] 
[4917,30227] [4411,30489] 
[46895,5629] [46768,5294] 
[64210,48090] [64647,48767] 
[11831,60655] [11251,60351] 
[80594,96395] [80810,96075] 
[65087,87468] [65185,87528] 
[34098,619] [34223,607] 
[7472,91645] [7811,91535] 
[84981,54411] [84723,54518] 
[59912,32357] [59875,32511] 
[98960,3283] [98635,3331] 
[57333,87225] [57926,87102] 
[36192,83717] [36681,83069] 
[19515,56787] [19090,56197] 
[95496,42812] [95819,42455] 
[388,91355] [995,91678] 
[73887,64250] [73910,64433] 
[64966,48214] [64534,48955] 
[84616,54977] [84846,54536] 
[3558,11476] [3154,11935] 
[1580,89477] [1339,89154] 
[76860,29140] [76484,29041] 
[87176,29985] [87222,29625] 
[75140,33767] [75859,33540] 
[46726,5088] [46269,5377] 
[32047,32551] [32258,32716] 
[48978,83372] [48523,83821] 
[27210,36438] [27195,36951] 
[75104,33710] [75655,33644] 
[90024,42633] [90593,42310] 
[890,91163] [683,91716] 
[88128,6111] [88020,6596] 
[7378,91676] [7846,91137] 
[83175,22015] [83700,22280] 
[49247,37297] [49522,37465] 
[22880,33487] [22241,33798] 
[88166,6547] [88446,6652] 
[28322,93959] [28915,93659] 
[33940,15389] [33870,15598] 
[80158,96928] [80083,96300] 
[84446,54494] [84135,54062] 
[98136,3860] [98522,3299] 
[31277,8368] [31986,8912] 
[92759,82097] [92495,82126] 
[50642,50670] [50380,50377] 
[95229,42643] [95663,42777] 
[51120,84817] [51653,84641] 
[9052,58178] [9156,58981] 
[53882,68505] [53490,68013] 
[75749,33827] [75791,33720] 
[23410,41470] [23562,41034] 
[33625,15926] [33664,15469] 
[25049,55871] [25471,55809] 
[69152,24601] [69819,24505] 
[22564,33012] [22031,33372] 
[31336,8566] [31410,8422] 
[22663,33460] [22806,33381] 
[79426,96462] [79425,96326] 
[6917,1387] [6020,1030] 
[57797,87117] [57034,87839] 
[79482,96690] [79843,96929] 
[40090,42616] [40499,42168] 
[27799,36746] [27258,36857] 
[37351,59774] [37656,59979] 
[50389,50316] [50936,50371] 
[50488,50577] [50023,50022] 
[53867,68110] [53939,68319] 
[868,91411] [497,91785] 
[27560,36998] [27152,36010] 
[61696,91650] [61646,91300] 
[64984,48778] [64708,48201] 
[17786,57611] [17822,57869] 
[10828,59633] [10507,59299] 
[54761,10365] [54470,10819] 
[58130,18397] [58000,18523] 
[41897,67716] [41070,67427] 
[4034,30512] [4593,30530] 
[71633,38086] [71974,38912] 
[73887,64250] [73038,64752] 
[71069,38057] [71316,38672] 
[9174,58819] [9178,58745] 
[43777,24044] [43427,24003] 
[16435,35976] [16840,35048] 
[64217,48673] [64934,48863] 
[11987,60371] [11490,60972] 
[87710,29618] [87944,29598] 
[42577,62190] [42924,62301] 
[73001,64304] [73731,64190] 
[65801,87583] [65812,87556] 
[95991,42323] [95228,42803] 
[60688,26324] [60414,26128] 
[1130,89846] [1987,89445] 
[22842,33022] [22925,33179] 
[23154,41552] [23635,41895] 
[10257,59702] [10439,59606] 
[88500,6693] [88089,6317] 
[84690,54583] [84405,54923] 
[50540,50383] [50978,50598] 
[23515,41859] [23170,41215] 
[37604,59997] [37765,59888] 
[78692,58346] [78678,58564] 
[1604,89623] [1330,89733] 
[77979,6902] [77249,6933] 
[93839,48945] [93195,48626] 
[54859,10804] [54976,10469] 
[52009,43757] [52587,43404] 
[96744,21444] [96906,21431] 
[83709,22441] [83163,22231] 
[54097,10050] [54464,10095] 
[94838,50802] [94573,50252] 
[50565,50387] [50509,50488] 
[45309,9787] [45015,9279] 
[88238,6932] [88940,6453] 
[30861,26565] [30303,26001] 
[30420,26054] [30294,26935] 
[61866,91001] [61837,91469] 
[49443,37280] [49470,37762] 
[54763,10734] [54359,10281] 
[49062,37436] [49015,37824] 
[17615,57522] [17862,57320] 
[24908,72762] [24613,72418] 
[58060,18475] [58988,18098] 
[82999,85555] [82697,85516] 
[68540,84145] [68716,84738] 
[41840,67667] [41141,67672] 
[20670,40662] [20863,40166] 
[5224,45222] [5439,45441] 
[61640,91969] [61385,91865] 
[40837,42683] [40957,42963] 
[2024,53193] [2765,53767] 
[83578,22398] [83198,22203] 
[22950,33308] [22285,33085] 
[34730,940] [34527,677] 
[10659,59540] [10368,59282] 
[51786,84999] [51932,84415] 
[60276,26038] [60928,26985] 
[88957,6493] [88661,6520] 
[10437,59134] [10577,59671] 
[5007,45284] [5675,45613] 
[26334,23347] [26619,23265] 
[91444,4144] [91264,4842] 
[39156,58413] [39829,58338] 
[72607,22306] [72922,22661] 
[12872,8552] [12283,8137] 
[24692,72888] [24266,72250] 
[88732,6049] [88267,6290] 
[5155,45191] [5990,45832] 
[78241,58740] [78353,58409] 
[59752,32515] [59352,32568] 
[713,91968] [805,91791] 
[71549,38437] [71069,38057] 
[90166,42848] [90833,42104] 
[18066,95068] [18707,95496] 
[4748,30850] [4892,30444] 
[92665,82278] [92572,82837] 
[15069,88573] [15444,88827] 
[78717,58135] [78866,58444] 
[77101,6479] [77857,6486] 
[72734,22991] [72800,22375] 
[30498,26225] [30565,26996] 
[61949,91876] [61488,91746] 
[65528,87729] [65171,87136] 
[59389,32959] [59373,32476] 
[70297,50344] [70195,50285] 
[57887,87411] [57191,87823] 
[93103,48422] [93500,48854] 
[98133,3990] [98010,3387] 
[92741,82262] [92746,82342] 
[28475,93122] [28969,93456] 
[87222,29625] [87696,29712] 
[53352,68853] [53075,68241] 
[8766,60222] [8389,60625] 
[83637,22153] [83709,22441] 
[45837,9220] [45733,9247] 
[7917,91793] [7873,91060] 
[48927,83900] [48583,83787] 
[56017,40267] [56421,40151] 
[85714,53632] [85942,53035] 
[25622,55453] [25780,55582] 
[42405,62861] [42742,62385] 
[6686,1794] [6577,1844] 
[2862,53629] [2084,53909] 
[86575,90913] [86378,90663] 
[89165,2456] [89108,2173] 
[17374,57548] [17677,57023] 
[19612,56521] [19583,56946] 
[1502,89141] [1556,89531] 
[56455,40705] [56541,40286] 
[74460,20907] [74324,20918] 
[81930,27538] [81349,27142] 
[32484,32236] [32308,32692] 
[97660,12063] [97563,12196] 
[73165,64070] [73587,64725] 
[92775,82313] [92457,82751] 
[23502,41374] [23806,41406] 
[60991,26371] [60471,26196] 
[17289,57207] [17883,57444] 
[50969,50996] [50054,50366] 
[85691,53793] [85946,53729] 
[81925,27534] [81755,27067] 
[28062,93672] [28173,93564] 
[13549,68546] [13039,68252] 
[80622,96180] [80898,96449] 
[48220,83974] [48168,83250] 
[97161,12997] [97298,12098] 
[2878,53923] [2085,53400] 
[3611,11292] [3591,11832] 
[95948,42642] [95218,42731] 
[16387,35221] [16237,35604] 
[49441,37636] [49757,37953] 
[71145,38740] [71037,38301] 
[77719,6917] [77983,6473] 
[50642,50670] [50015,50055] 
[9752,58089] [9171,58147] 
[69035,24933] [69353,24784] 
[206,91171] [166,91396] 
[80969,96739] [80537,96453] 
[91487,4751] [91485,4603] 
[70351,50091] [70633,50605] 
[82017,85876] [82887,85466] 
[29028,78415] [29492,78238] 
[882,91810] [232,91747] 
[68153,84405] [68596,84107] 
[69965,24865] [69065,24621] 
[55813,67212] [55333,67193] 
[57298,87679] [57506,87275] 
[10560,59047] [10606,59989] 
[34140,103] [34245,257] 
[84639,54958] [84240,54546] 
[5501,45034] [5129,45358] 
[7852,91625] [7611,91842] 
[6577,1844] [6240,1485] 
[32891,32411] [32898,32289] 
[86637,90237] [86619,90821] 
[48152,83202] [48623,83487] 
[71556,38831] [71874,38280] 
[50248,50857] [50969,50996] 
[81055,27759] [81021,27568] 
[74717,20471] [74453,20602] 
[41346,67970] [41464,67770] 
[7733,91413] [7622,91208] 
[55972,67388] [55020,67866] 
[84369,54681] [84716,54606] 
[30548,26885] [30295,26934] 
[53653,68134] [53973,68924] 
[55618,67250] [55509,67138] 
[65518,87547] [65988,87884] 
[65033,87937] [65874,87888] 
[65990,87158] [65709,87458] 
[29882,78916] [29792,78163] 
[64174,48692] [64199,48813] 
[29973,78534] [29592,78214] 
[10589,59862] [10536,59429] 
[26896,23002] [26752,23556] 
[71771,38220] [71283,38132] 
[56567,40940] [56640,40742] 
[81266,27748] [81289,27096] 
[64241,48211] [64515,48432] 
[39369,58070] [39270,58313] 
[85126,53008] [85901,53878] 
[14104,3653] [14413,3096] 
[69518,24949] [69740,24244] 
[10368,59282] [10458,59071] 
[55973,67818] [55092,67905] 
[27181,36212] [27750,36856] 
[89532,2175] [89264,2987] 
[27386,36718] [27181,36212] 
[74399,20323] [74517,20802] 
[93658,48094] [93342,48907] 
[14015,3487] [14921,3987] 
[54623,10652] [54477,10839] 
[91440,4216] [91055,4414] 
[12398,8875] [12990,8843] 
[89284,2291] [89162,2548] 
[36086,83196] [36595,83098] 
[85904,53415] [85935,53382] 
[39621,58353] [39221,58543] 
[28322,93959] [28136,93097] 
