[6512,101145] [6060,101718] 
[281549,827162] [281882,827035] 
[281304,827990] [281843,827557] 
[281455,827544] [281444,827708] 
[281875,827149] [281190,827946] 
[281688,827398] [281875,827569] 
[281168,827521] [281098,827587] 
[281286,827366] [281433,827843] 
[281675,827205] [281050,827642] 
[281683,827098] [281640,827131] 
[281638,827631] [281565,827426] 
[281333,827721] [281246,827970] 
[281760,827065] [281930,827264] 
[281979,827365] [281754,827171] 
[281655,827727] [281914,827283] 
[281098,827587] [281531,827239] 
[281082,827247] [281099,827050] 
[281486,827908] [281638,827631] 
[281851,827741] [281315,827076] 
[281298,827471] [281937,827261] 
[281545,827540] [281727,827250] 
[281617,827968] [281065,827321] 
[281323,827528] [281491,827597] 
[281267,827341] [281617,827968] 
[281760,827065] [281423,827322] 
[281535,827903] [281445,827609] 
[281318,827432] [281413,827090] 
[281645,827321] [281818,827805] 
[281518,827349] [281947,827580] 
[281132,827340] [281888,827770] 
[281410,827872] [281552,827874] 
[281299,827448] [281684,827119] 
[281135,827100] [281479,827573] 
[281299,827448] [281132,827340] 
[281022,827733] [281735,827383] 
[281140,827622] [281545,827540] 
[281232,827765] [281618,827720] 
[281195,827219] [281084,827427] 
[281843,827557] [281857,827319] 
[281286,827366] [281672,827814] 
[281781,827742] [281118,827900] 
[281851,827741] [281168,827521] 
[281122,827782] [281760,827065] 
[281444,827708] [281800,827219] 
[281696,827824] [281683,827098] 
[281640,827131] [281570,827754] 
[281809,827920] [281586,827327] 
[281939,827699] [281101,827407] 
[281914,827283] [281137,827932] 
[281696,827824] [281535,827903] 
[281788,827394] [281008,827227] 
[281323,827528] [281099,827881] 
[281882,827035] [281592,827135] 
[281917,827630] [281318,827432] 
[281491,827597] [281823,827310] 
[281827,827499] [281061,827090] 
[281118,827900] [281700,827234] 
[281531,827239] [281339,827552] 
[281634,827233] [281603,827125] 
[281535,827903] [281414,827032] 
[281082,827247] [281304,827331] 
[281541,827301] [281344,827427] 
[281116,827957] [281286,827366] 
[281735,827383] [281827,827499] 
[281843,827557] [281875,827149] 
[281735,827383] [281135,827100] 
[281770,827014] [281510,827355] 
[281168,827521] [281830,827474] 
[281836,827981] [281939,827699] 
[281875,827569] [281304,827990] 
[281790,827923] [281399,827168] 
[281606,827680] [281790,827923] 
[281683,827098] [281917,827630] 
[281098,827587] [281781,827742] 
[281672,827814] [281298,827471] 
[281065,827321] [281655,827727] 
[281237,827264] [281709,827703] 
[281080,827479] [281981,827207] 
[281323,827528] [281022,827733] 
[281888,827770] [281297,827433] 
[281709,827703] [281544,827050] 
[281140,827622] [281082,827247] 
[281818,827805] [281333,827721] 
[281675,827205] [281254,827318] 
[281168,827521] [281606,827680] 
[281378,827419] [281851,827741] 
[281101,827407] [281195,827219] 
[281414,827032] [281461,827132] 
[281333,827721] [281788,827394] 
[281800,827219] [281518,827349] 
[281084,827427] [281355,827560] 
[281344,827427] [281141,827910] 
[281586,827327] [281441,827053] 
[281730,827396] [281805,827051] 
[281640,827131] [281635,827517] 
[281730,827396] [281082,827139] 
[281830,827474] [281485,827634] 
[281510,827355] [281237,827264] 
[281246,827970] [281835,827577] 
[281099,827050] [281767,827370] 
[281399,827168] [281455,827544] 
[281754,827171] [281022,827844] 
[281914,827283] [281549,827162] 
[281727,827250] [281676,827143] 
[281535,827903] [281645,827321] 
[281606,827680] [281299,827448] 
[281254,827318] [281390,827724] 
[281298,827471] [281809,827920] 
[281586,827327] [281906,827885] 
[281835,827577] [281675,827205] 
[281082,827139] [281556,827973] 
[281754,827171] [281267,827509] 
[281798,827467] [281346,827509] 
[281441,827053] [281245,827209] 
[281606,827680] [281140,827622] 
[281684,827119] [281116,827957] 
[281267,827341] [281930,827534] 
[281683,827098] [281979,827365] 
[281399,827168] [281836,827981] 
[281461,827132] [281410,827872] 
[281190,827946] [281798,827467] 
[281830,827474] [281133,827452] 
[281800,827219] [281800,827603] 
[281719,827138] [281425,827699] 
[281315,827076] [281688,827398] 
[281835,827577] [281977,827697] 
[281323,827528] [281080,827479] 
[281937,827261] [281719,827138] 
[281798,827467] [281770,827014] 
[281485,827634] [281541,827301] 
[281835,827577] [281370,827941] 
[281286,827366] [281520,827728] 
[281906,827885] [281688,827724] 
[281232,827765] [281634,827233] 
[281672,827814] [281122,827782] 
[281875,827149] [281486,827908] 
[281137,827932] [281362,827563] 
[288930,106408] [288730,106448] 
[288670,106416] [288063,106818] 
[288930,106408] [288632,106141] 
[288632,106141] [288670,106416] 
[288373,106257] [288719,106873] 
[288320,106999] [288898,106271] 
[288596,106527] [288807,106287] 
[288507,106622] [288327,106492] 
[288216,106956] [288239,106725] 
[288405,106382] [288425,106614] 
[288026,106886] [288935,106733] 
[288401,106796] [288172,106109] 
[288898,106271] [288386,106192] 
[288859,106125] [288596,106839] 
[288341,106635] [288621,106277] 
[288027,106920] [288805,106127] 
[288737,106745] [288568,106797] 
[288859,106125] [288583,106518] 
[288731,106987] [288670,106525] 
[288507,106622] [288320,106999] 
[288027,106920] [288837,106710] 
[288596,106527] [288027,106920] 
[288408,106960] [288748,106085] 
[288859,106125] [288159,106518] 
[288425,106204] [288844,106921] 
[288901,106189] [288216,106956] 
[288799,106569] [288407,106253] 
[288229,106853] [288930,106408] 
[288346,106358] [288737,106745] 
[288837,106710] [288583,106803] 
[288178,106421] [288716,106762] 
[288568,106797] [288825,106647] 
[288507,106622] [288552,106217] 
[288922,106951] [288700,106342] 
[288527,106480] [288405,106382] 
[288251,106724] [288076,106292] 
[288738,106557] [288780,106554] 
[288700,106342] [288630,106425] 
[288837,106710] [288137,106483] 
[288596,106527] [288341,106635] 
[288296,106268] [288346,106358] 
[288815,106984] [288509,106974] 
[288833,106574] [288688,106884] 
[288320,106999] [288524,106988] 
[288026,106886] [288251,106724] 
[288239,106725] [288125,106532] 
[288844,106921] [288960,106911] 
[288735,106219] [288671,106664] 
[288251,106724] [288159,106951] 
[288847,106014] [288914,106212] 
[288688,106352] [288197,106989] 
[288737,106745] [288221,106237] 
[288178,106421] [288287,106208] 
[288621,106277] [288278,106080] 
[288866,106666] [288171,106080] 
[288688,106884] [288668,106468] 
[288346,106358] [288643,106907] 
[288815,106984] [288741,106885] 
[288184,106802] [288727,106746] 
[288805,106127] [288434,106711] 
[288596,106839] [288061,106167] 
[288859,106125] [288603,106166] 
[288278,106080] [288229,106853] 
[288837,106710] [288815,106984] 
[288807,106287] [288408,106960] 
[288815,106984] [288778,106101] 
[288596,106527] [288171,106505] 
[288866,106666] [288964,106541] 
[288407,106253] [288413,106656] 
[288603,106166] [288938,106226] 
[288778,106101] [288401,106796] 
[288605,106490] [288799,106569] 
[288076,106292] [288596,106527] 
[288883,106610] [288859,106125] 
[288901,106189] [288178,106421] 
[288184,106802] [288688,106352] 
[288727,106746] [288895,106398] 
[288935,106733] [288731,106987] 
[288197,106989] [288951,106018] 
[288730,106448] [288184,106802] 
[288048,106781] [288833,106574] 
[288524,106988] [288693,106089] 
[288799,106569] [288785,106583] 
[288287,106208] [288738,106530] 
[288960,106911] [288922,106951] 
[288137,106483] [288373,106257] 
[288844,106921] [288430,106451] 
[288568,106797] [288670,106549] 
[288741,106885] [288915,106068] 
[288027,106920] [288883,106610] 
[288612,106204] [288192,106009] 
[288914,106212] [288507,106622] 
[288866,106666] [288026,106886] 
[288833,106574] [288425,106204] 
[288716,106762] [288605,106490] 
[288938,106005] [288866,106666] 
[288688,106352] [288193,106882] 
[288341,106635] [288876,106760] 
[288844,106921] [288720,106198] 
[288599,106608] [288847,106014] 
[288735,106219] [288599,106608] 
[288605,106490] [288348,106593] 
[288621,106277] [288738,106557] 
[288341,106635] [288078,106061] 
[288596,106839] [288868,106521] 
[288847,106014] [288688,106414] 
[288799,106362] [288606,106666] 
[288735,106219] [288296,106268] 
[288048,106781] [288527,106480] 
[288930,106408] [288673,106098] 
[288076,106292] [288757,106258] 
[288599,106608] [288048,106781] 
[288509,106974] [288419,106345] 
[288612,106204] [288938,106005] 
[288524,106988] [288612,106204] 
[288583,106518] [288901,106189] 
[288847,106014] [288799,106362] 
[291339,836738] [291124,836951] 
[291441,836550] [291339,836738] 
[291696,836876] [291100,836958] 
[291525,836080] [291217,836824] 
[291493,836695] [291404,836213] 
[291039,836163] [291600,836774] 
[291831,836637] [291694,836102] 
[291720,836380] [291441,836550] 
[291642,836269] [291834,836547] 
[291294,836967] [291045,836167] 
[291029,836921] [291987,836863] 
[291270,836962] [291591,836028] 
[291100,836958] [291171,836191] 
[291653,836380] [291430,836611] 
[291262,836534] [291831,836637] 
[291473,836477] [291493,836695] 
[291169,836647] [291362,836406] 
[291082,836831] [291839,836619] 
[291327,836488] [291477,836714] 
[291270,836962] [291661,836612] 
[291600,836774] [291444,836999] 
[291852,836211] [291230,836589] 
[291211,836037] [291270,836962] 
[291905,836981] [291468,836414] 
[291032,836525] [291904,836295] 
[291698,836550] [291758,836728] 
[291694,836102] [291011,836514] 
[291600,836774] [291525,836080] 
[291217,836824] [291449,836086] 
[291124,836951] [291005,836940] 
[291782,836454] [291887,836012] 
[291211,836037] [291696,836876] 
[291449,836086] [291674,836257] 
[291438,836860] [291473,836477] 
[291706,836561] [291350,836547] 
[291404,836213] [291032,836525] 
[291653,836380] [291606,836058] 
[291487,836728] [291029,836921] 
[291221,836848] [291168,836084] 
[291119,836337] [291566,836432] 
[291458,836039] [291905,836981] 
[291082,836831] [291169,836647] 
[291905,836981] [291601,836316] 
[291117,836317] [291999,836151] 
[291339,836738] [291989,836625] 
[291905,836561] [291720,836380] 
[291787,836051] [291706,836561] 
[291029,836921] [291327,836488] 
[291837,836174] [291091,836808] 
[291834,836547] [291730,836503] 
[291653,836380] [291787,836051] 
[291185,836215] [291058,836275] 
[291912,836922] [291837,836174] 
[291730,836503] [291041,836606] 
[291696,836876] [291248,836122] 
[291473,836477] [291221,836848] 
[291350,836547] [291458,836039] 
[291837,836174] [291718,836851] 
[291758,836728] [291145,836742] 
[291441,836550] [291482,836104] 
[291566,836432] [291262,836534] 
[291720,836380] [291653,836380] 
[291041,836606] [291411,836297] 
[291145,836742] [291438,836860] 
[291912,836922] [291277,836623] 
[291493,836695] [291620,836091] 
[291404,836213] [291838,836232] 
[291145,836742] [291119,836337] 
[291600,836774] [291185,836215] 
[291591,836028] [291698,836550] 
[291444,836999] [291230,836582] 
[291838,836232] [291642,836269] 
[291887,836012] [291912,836922] 
[291230,836589] [291001,836015] 
[291694,836102] [291737,836102] 
[291782,836454] [291852,836211] 
[291230,836582] [291211,836037] 
[291493,836695] [291015,836063] 
[291720,836380] [291294,836967] 
[291327,836488] [291846,836475] 
[291277,836623] [291487,836728] 
[291430,836611] [291039,836163] 
[291846,836475] [291082,836831] 
[291441,836550] [291117,836317] 
[291145,836742] [291643,836538] 
[291601,836316] [291782,836454] 
[291758,836728] [291560,836752] 
[292495,382122] [292935,382948] 
[292650,382789] [292065,382705] 
[292496,382691] [292706,382826] 
[292065,382619] [292127,382571] 
[292742,382252] [292367,382140] 
[292784,382703] [292444,382476] 
[292440,382662] [292291,382029] 
[292276,382265] [292675,382246] 
[292093,382444] [292809,382507] 
[292406,382918] [292268,382212] 
[292979,382966] [292478,382345] 
[292820,382266] [292069,382378] 
[292983,382938] [292817,382795] 
[292065,382705] [292127,382447] 
[292367,382140] [292103,382855] 
[292114,382042] [292750,382749] 
[292928,382094] [292332,382866] 
[292953,382405] [292626,382153] 
[292709,382799] [292497,382795] 
[292976,382305] [292665,382206] 
[292440,382662] [292698,382598] 
[292817,382795] [292709,382799] 
[292367,382140] [292755,382052] 
[292723,382081] [292063,382544] 
[292098,382418] [292619,382791] 
[292127,382571] [292114,382042] 
[292495,382975] [292075,382694] 
[292760,382316] [292581,382777] 
[292262,382382] [292969,382740] 
[292262,382382] [292001,382855] 
[292099,382756] [292609,382466] 
[292060,382341] [292093,382548] 
[292458,382266] [292463,382913] 
[292825,382460] [292269,382180] 
[292820,382266] [292927,382038] 
[292431,382380] [292183,382347] 
[292103,382855] [292856,382445] 
[292216,382583] [292133,382511] 
[292238,382988] [292675,382971] 
[292440,382662] [292978,382727] 
[292395,382184] [292928,382094] 
[292262,382382] [292305,382526] 
[292431,382380] [292723,382081] 
[292320,382414] [292944,382857] 
[292838,382081] [292898,382792] 
[292856,382445] [292262,382997] 
[292495,382975] [292787,382465] 
[292820,382266] [292884,382359] 
[292127,382780] [292431,382380] 
[292643,382606] [292442,382361] 
[292815,382263] [292760,382316] 
[292373,382750] [292060,382341] 
[292099,382756] [292668,382359] 
[292127,382447] [292427,382503] 
[292478,382345] [292209,382886] 
[292262,382997] [292650,382789] 
[292444,382476] [292374,382108] 
[292150,382225] [292262,382382] 
[292206,382929] [292693,382351] 
[292976,382305] [292098,382418] 
[292444,382476] [292535,382402] 
[292787,382465] [292762,382639] 
[292332,382866] [292458,382266] 
[292431,382380] [292249,382426] 
[292495,382975] [292508,382460] 
[292884,382359] [292767,382978] 
[292291,382029] [292825,382460] 
[292098,382418] [292024,382467] 
[292191,382890] [292093,382444] 
[292249,382426] [292440,382662] 
[292276,382265] [292781,382803] 
[292209,382886] [292906,382720] 
[292838,382081] [292221,382697] 
[292373,382750] [292406,382918] 
[292191,382890] [292040,382523] 
[292535,382402] [292935,382441] 
[292698,382598] [292046,382139] 
[292698,382598] [292838,382081] 
[292138,382466] [292373,382750] 
[292238,382988] [292421,382980] 
[292216,382583] [292976,382305] 
[292238,382988] [292683,382966] 
[292360,382166] [292449,382122] 
[292463,382913] [292431,382286] 
[292238,382988] [292099,382756] 
[292581,382777] [292533,382828] 
[292609,382466] [292395,382184] 
[292969,382740] [292287,382863] 
[292260,382883] [292173,382966] 
[292127,382447] [292276,382265] 
[292912,382304] [292496,382691] 
[292075,382694] [292682,382586] 
[292183,382347] [292293,382813] 
[292675,382971] [292360,382166] 
[292442,382361] [292983,382938] 
[292291,382029] [292206,382929] 
[292675,382246] [292815,382263] 
[292650,382789] [292784,382703] 
[292781,382803] [292786,382393] 
[292127,382447] [292320,382414] 
[292474,382708] [292346,382670] 
[292099,382756] [292260,382883] 
[292165,382545] [292127,382780] 
[292262,382997] [292912,382304] 
[292969,382740] [292979,382966] 
[292320,382414] [292216,382583] 
[292935,382948] [292559,382119] 
[292784,382703] [292850,382934] 
[292786,382393] [292495,382975] 
[292127,382447] [292495,382122] 
[292619,382791] [292138,382466] 
[292406,382918] [292065,382619] 
[292262,382997] [292728,382261] 
[292165,382545] [292816,382194] 
[292953,382405] [292165,382545] 
[292912,382304] [292977,382736] 
[292495,382975] [292025,382606] 
[292367,382140] [292465,382783] 
[292786,382393] [292953,382405] 
[292173,382966] [292706,382946] 
[292698,382598] [292238,382988] 
[292675,382246] [292474,382708] 
[292098,382418] [292820,382266] 
[292784,382703] [292030,382921] 
[292287,382863] [292643,382606] 
[292668,382359] [292191,382890] 
[292069,382378] [292222,382647] 
[292643,382606] [292742,382252] 
[309312,616204] [309602,616197] 
[309123,616244] [309982,616490] 
[309116,616978] [309306,616624] 
[309057,616421] [309461,616501] 
[309000,616332] [309022,616145] 
[309573,616444] [309827,616195] 
[309032,616849] [309873,616343] 
[309634,616136] [309123,616244] 
[309443,616047] [309153,616470] 
[309800,616848] [309993,616958] 
[309366,616465] [309232,616874] 
[309677,616995] [309906,616463] 
[309332,616842] [309420,616225] 
[309634,616136] [309375,616546] 
[309588,616351] [309252,616857] 
[309573,616444] [309336,616395] 
[309461,616501] [309660,616916] 
[309440,616527] [309540,616886] 
[309072,616290] [309219,616717] 
[309831,616086] [309696,616906] 
[309334,616588] [309499,616470] 
[309007,616022] [309764,616948] 
[309078,616337] [309800,616848] 
[309163,616738] [309378,616397] 
[309439,616048] [309565,616962] 
[309123,616244] [309439,616048] 
[309383,616653] [309439,616826] 
[309696,616906] [309467,616814] 
[309610,616605] [309709,616971] 
[309430,616351] [309102,616750] 
[309334,616588] [309199,616115] 
[309633,616290] [309321,616636] 
[309306,616624] [309115,616473] 
[309321,616636] [309677,616995] 
[309000,616332] [309053,616709] 
[309602,616197] [309136,616643] 
[309008,616772] [309008,616790] 
[309336,616395] [309102,616316] 
[309366,616465] [309078,616337] 
[309443,616047] [309610,616605] 
[309469,616982] [309113,616287] 
[309056,616133] [309566,616955] 
[309440,616527] [309443,616047] 
[309008,616790] [309157,616047] 
[309157,616047] [309831,616086] 
[309366,616465] [309757,616671] 
[309153,616470] [309471,616242] 
[309588,616351] [309865,616975] 
[309756,616092] [309693,616199] 
[309053,616709] [309895,616747] 
[309113,616287] [309340,616766] 
[309072,616290] [309993,616760] 
[309153,616470] [309332,616842] 
[309634,616136] [309168,616719] 
[309163,616738] [309334,616588] 
[309610,616605] [309881,616718] 
[309982,616490] [309469,616982] 
[309116,616978] [309173,616069] 
[309025,616364] [309000,616332] 
[309116,616978] [309573,616444] 
[309123,616244] [309633,616290] 
[309634,616136] [309249,616620] 
[309443,616047] [309588,616351] 
[309232,616874] [309058,616682] 
[309232,616874] [309617,616065] 
[309190,616467] [309605,616511] 
[309025,616364] [309508,616319] 
[309757,616671] [309706,616820] 
[309617,616065] [309312,616204] 
[309573,616444] [309007,616022] 
[309008,616772] [309190,616467] 
[309249,616620] [309056,616133] 
[309469,616982] [309057,616421] 
[309022,616145] [309634,616136] 
[309157,616047] [309383,616653] 
[309334,616588] [309366,616465] 
[309249,616620] [309163,616738] 
[309420,616225] [309430,616351] 
[309383,616653] [309942,616929] 
[309895,616747] [309116,616978] 
[309378,616397] [309008,616772] 
[309469,616982] [309440,616527] 
[309881,616718] [309788,616747] 
[309461,616501] [309072,616290] 
[309469,616982] [309756,616092] 
[309163,616738] [309032,616849] 
[309565,616962] [309933,616444] 
[309942,616929] [309856,616486] 
[310402,617869] [310543,617848] 
[310784,617275] [310435,617976] 
[310801,617203] [310913,617830] 
[310787,617178] [310739,617503] 
[310010,617077] [310784,617275] 
[310725,617826] [310125,617690] 
[310235,617407] [310977,617471] 
[310386,617610] [310649,617339] 
[310734,617452] [310275,617541] 
[310466,617565] [310965,617887] 
[310437,617815] [310875,617372] 
[310598,617117] [310790,617868] 
[310977,617471] [310205,617030] 
[310433,617260] [310725,617826] 
[310473,617976] [310750,617653] 
[310284,617525] [310660,617273] 
[310953,617229] [310509,617343] 
[310440,617017] [310402,617869] 
[310373,617666] [310360,617418] 
[310461,617295] [310652,617643] 
[310894,617804] [310119,617219] 
[310435,617976] [310840,617048] 
[310855,617304] [310378,617391] 
[310032,617223] [310787,617178] 
[310696,617389] [310894,617804] 
[310458,617759] [310598,617042] 
[310137,617890] [310463,617177] 
[310652,617643] [310090,617747] 
[310378,617391] [310433,617260] 
[310876,617390] [310429,617555] 
[310529,617190] [310633,617367] 
[310808,617277] [310066,617633] 
[310313,617048] [310026,617640] 
[310750,617653] [310953,617229] 
[310600,617771] [310611,617778] 
[310813,617162] [310358,617220] 
[310119,617219] [310627,617088] 
[310801,617203] [310314,617099] 
[310435,617976] [310529,617190] 
[310010,617077] [310637,617323] 
[310646,617490] [310668,617526] 
[310373,617666] [310385,617001] 
[310568,617002] [310960,617968] 
[310358,617220] [310437,617815] 
[310727,617709] [310466,617565] 
[310433,617260] [310189,617707] 
[310358,617220] [310876,617390] 
[310808,617277] [310505,617278] 
[310696,617389] [310461,617295] 
[310808,617277] [310290,617311] 
[310926,617567] [310235,617407] 
[310119,617219] [310965,617124] 
[310010,617077] [310445,617003] 
[310723,617189] [310032,617223] 
[310784,617275] [310994,617086] 
[310633,617367] [310734,617452] 
[310637,617323] [310925,617201] 
[310463,617177] [310801,617203] 
[310435,617976] [310855,617304] 
[310696,617389] [310284,617525] 
[310727,617709] [310473,617976] 
[310373,617666] [310485,617619] 
[310920,617845] [310458,617759] 
[310946,617613] [310696,617389] 
[310463,617177] [310998,617103] 
[310925,617201] [310935,617847] 
[310946,617613] [310723,617189] 
[310660,617273] [310137,617890] 
[310235,617407] [310920,617845] 
[310725,617826] [310719,617883] 
[310373,617666] [310946,617613] 
[310876,617390] [310010,617077] 
[310998,617103] [310598,617117] 
[310235,617407] [310808,617277] 
[310386,617610] [310813,617162] 
[310440,617017] [310226,617760] 
[310119,617219] [310374,617692] 
[310977,617471] [310440,617017] 
[310463,617177] [310448,617106] 
[310965,617124] [310184,617848] 
[310723,617189] [310926,617567] 
[310652,617643] [310057,617863] 
[310725,617826] [310614,617428] 
[310057,617863] [310646,617490] 
[310855,617304] [310313,617048] 
[310119,617219] [310386,617610] 
[310600,617771] [310763,617188] 
[310763,617188] [310568,617002] 
[310509,617343] [310600,617771] 
[310734,617452] [310727,617709] 
[316577,35854] [316454,35992] 
[316883,35444] [316881,35975] 
[316990,35340] [316705,35484] 
[316923,35498] [316051,35864] 
[316705,35484] [316643,35814] 
[316610,35642] [316995,35567] 
[316478,35366] [316610,35642] 
[316359,35850] [316456,35605] 
[316696,35373] [316061,35908] 
[316772,35638] [316771,35793] 
[316716,35300] [316739,35827] 
[316398,35244] [316359,35850] 
[316501,35380] [316474,35649] 
[316602,35226] [316994,35045] 
[316575,35617] [316890,35047] 
[316696,35373] [316716,35300] 
[316727,35665] [316300,35888] 
[316727,35665] [316969,35813] 
[316771,35793] [316696,35373] 
[316985,35990] [316772,35638] 
[316575,35617] [316990,35340] 
[316474,35649] [316930,35628] 
[316575,35617] [316564,35500] 
[316855,35297] [316727,35665] 
[316117,35467] [316770,35919] 
[316260,35764] [316117,35467] 
[316460,35512] [316300,35812] 
[316985,35990] [316497,35872] 
[316501,35380] [316395,35583] 
[316994,35045] [316374,35548] 
[316318,35098] [316967,35594] 
[316434,35677] [316575,35617] 
[316602,35226] [316883,35444] 
[316117,35467] [316855,35297] 
[316875,35370] [316923,35498] 
[316300,35888] [316398,35244] 
[316772,35638] [316578,35289] 
[316995,35567] [316577,35854] 
[316045,35000] [316985,35990] 
[316460,35512] [316434,35677] 
[316833,35127] [316045,35000] 
[316967,35594] [316572,35067] 
[316478,35366] [316602,35226] 
[316456,35605] [316810,35428] 
[316045,35000] [316772,35693] 
[316474,35649] [316833,35127] 
[316045,35000] [316658,35999] 
[316705,35484] [316298,35682] 
[316658,35999] [316478,35366] 
[316374,35548] [316670,35847] 
[316478,35366] [316318,35098] 
[316913,35420] [316882,35032] 
[316578,35289] [316138,35991] 
[316460,35512] [316875,35370] 
[316374,35548] [316789,35268] 
[316300,35888] [316913,35420] 
[316810,35428] [316266,35387] 
[316298,35682] [316677,35023] 
[316045,35000] [316460,35512] 
[316772,35693] [316260,35764] 
[316855,35297] [316631,35464] 
[322795,333387] [322143,333141] 
[322784,333426] [322786,333611] 
[322090,333330] [322281,333888] 
[322394,333159] [322123,333415] 
[322615,333522] [322242,333712] 
[322711,333375] [322284,333106] 
[322541,333514] [322505,333044] 
[322795,333387] [322139,333388] 
[322771,333585] [322529,333584] 
[322372,333752] [322396,333682] 
[322985,333503] [322362,333608] 
[322505,333044] [322711,333375] 
[322707,333631] [322848,333454] 
[322372,333752] [322771,333585] 
[322876,333396] [322706,333105] 
[322284,333106] [322258,333397] 
[322711,333375] [322394,333159] 
[322355,333396] [322323,333341] 
[322786,333611] [322822,333869] 
[322985,333503] [322922,333040] 
[322096,333822] [322258,333873] 
[322919,333091] [322148,333160] 
[322786,333611] [322258,333411] 
[322839,333277] [322372,333752] 
[322143,333141] [322839,333277] 
[322925,333727] [322868,333964] 
[322784,333426] [322800,333804] 
[322394,333159] [322096,333822] 
[322148,333160] [322405,333425] 
[322786,333611] [322985,333503] 
[322795,333638] [322541,333514] 
[322800,333804] [322401,333937] 
[322394,333159] [322876,333396] 
[322372,333752] [322447,333868] 
[322922,333040] [322012,333347] 
[322123,333415] [322795,333387] 
[322876,333396] [322939,333999] 
[322447,333868] [322615,333522] 
[322925,333727] [322555,333905] 
[322143,333141] [322707,333631] 
[322281,333888] [322795,333638] 
[322555,333905] [322289,333207] 
[322012,333347] [322919,333091] 
[322355,333396] [322049,333634] 
[322505,333044] [322971,333490] 
[322505,333044] [322209,333458] 
[322405,333425] [322090,333330] 
[322281,333888] [322925,333727] 
[322555,333905] [322355,333396] 
[334614,500413] [334796,500726] 
[334835,500828] [334914,500958] 
[334499,500222] [334733,500468] 
[334813,500546] [334278,500027] 
[334403,500672] [334776,500685] 
[334802,500943] [334496,500027] 
[334277,500142] [334541,500355] 
[334399,500623] [334100,500036] 
[334612,500672] [334826,500955] 
[334192,500546] [334164,500303] 
[334180,500057] [334869,500536] 
[334365,500397] [334868,500616] 
[334899,500427] [334592,500921] 
[334435,500658] [334799,500961] 
[334807,500217] [334326,500017] 
[334217,500085] [334403,500672] 
[334998,500915] [334499,500222] 
[334217,500085] [334306,500991] 
[334899,500427] [334340,500089] 
[334326,500017] [334180,500057] 
[334493,500146] [334021,500828] 
[334799,500961] [334380,500374] 
[334256,500188] [334716,500838] 
[334424,500741] [334447,500347] 
[334776,500685] [334301,500413] 
[334733,500468] [334629,500143] 
[334447,500347] [334719,500081] 
[334372,500843] [334807,500217] 
[334686,500986] [334365,500397] 
[334372,500843] [334458,500700] 
[334306,500991] [334781,500451] 
[334252,500253] [334399,500623] 
[334899,500427] [334536,500043] 
[334326,500017] [334622,500274] 
[334095,500628] [334255,500396] 
[334499,500222] [334916,500028] 
[334458,500700] [334835,500828] 
[334940,500136] [334065,500805] 
[334156,500388] [334646,500868] 
[334916,500028] [334661,500790] 
[334903,500724] [334686,500986] 
[334399,500623] [334600,500366] 
[334306,500991] [334469,500286] 
[334704,500869] [334940,500136] 
[334914,500958] [334899,500427] 
[334604,500163] [334879,500015] 
[334065,500085] [334181,500829] 
[334326,500017] [334493,500146] 
[334781,500451] [334277,500142] 
[334065,500805] [334612,500672] 
[334192,500546] [334281,500952] 
[334399,500623] [334192,500546] 
[334270,500538] [334986,500925] 
[334089,500242] [334704,500869] 
[334340,500089] [334094,500218] 
[334306,500991] [334435,500658] 
[334541,500355] [334584,500538] 
[334105,500403] [334749,500390] 
[334105,500403] [334991,500168] 
[334281,500952] [334809,500933] 
[334496,500027] [334217,500085] 
[334661,500790] [334424,500741] 
[334716,500838] [334998,500915] 
[334799,500961] [334113,500656] 
[334661,500790] [334382,500489] 
[334807,500217] [334802,500943] 
[334192,500546] [334722,500482] 
[334541,500355] [334593,500373] 
[334218,500344] [334604,500163] 
[334802,500943] [334671,500031] 
[334625,500210] [334156,500388] 
[334720,500341] [334813,500546] 
[334065,500085] [334256,500188] 
[334835,500828] [334252,500253] 
[334326,500017] [334089,500242] 
[334340,500089] [334625,500210] 
[334802,500943] [334614,500413] 
[334217,500085] [334065,500085] 
[334435,500658] [334105,500403] 
[334281,500952] [334545,500317] 
[334899,500427] [334345,500167] 
[334089,500242] [334270,500538] 
[334802,500943] [334202,500182] 
[334986,500925] [334095,500628] 
[334835,500828] [334720,500341] 
[334105,500403] [334903,500724] 
[334671,500031] [334218,500344] 
[348946,199578] [348754,199201] 
[348619,199288] [348384,199421] 
[348221,199995] [348946,199578] 
[348074,199092] [348984,199881] 
[348508,199135] [348915,199562] 
[348074,199092] [348948,199040] 
[348755,199102] [348619,199288] 
[348491,199940] [348890,199106] 
[348714,199356] [348019,199458] 
[348917,199243] [348338,199184] 
[348094,199260] [348531,199253] 
[348508,199135] [348354,199302] 
[348781,199702] [348293,199896] 
[348523,199413] [348098,199546] 
[348460,199184] [348491,199099] 
[348915,199562] [348234,199115] 
[348094,199260] [348665,199237] 
[348410,199263] [348074,199092] 
[348074,199092] [348424,199301] 
[348491,199940] [348413,199498] 
[348665,199237] [348390,199971] 
[348019,199458] [348127,199730] 
[348384,199421] [348756,199635] 
[348890,199106] [348223,199790] 
[348665,199237] [348027,199497] 
[348984,199881] [348781,199702] 
[348384,199421] [348668,199199] 
[348619,199288] [348410,199213] 
[348293,199896] [348020,199901] 
[348024,199544] [348755,199102] 
[348523,199413] [348687,199478] 
